event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
Alcohol abuse,RCD,Ub1tu,Wine intake,"","",possible,Ment,ALCABUSE,COV,Ub1tu
Alcohol abuse,RCD,Ub1tv,Spirits intake,"","",possible,Ment,ALCABUSE,COV,Ub1tv
Alcohol abuse,RCD,X00Rm,Acute alcohol intoxication,C0394996,Acute alcoholic intoxication,narrow,Ment,ALCABUSE,COV,X00Rm
Alcohol abuse,RCD,X00Rn,Inebriety NOS,C0001969,Alcoholic Intoxication,narrow,Ment,ALCABUSE,COV,X00Rn
Alcohol abuse,RCD,X00Ro,Drunkenness NOS,C0001969,Alcoholic Intoxication,narrow,Ment,ALCABUSE,COV,X00Ro
Alcohol abuse,RCD,X306r,Alcoholic hepatitis,C0019187,Hepatitis- Alcoholic,narrow,Ment,ALCABUSE,COV,X306r
Alcohol abuse,RCD,X3071,Alcoholic liver disease,C0023896,Alcoholic Liver Diseases,narrow,Ment,ALCABUSE,COV,X3071
Alcohol abuse,RCD,X3072,Alcoholic fibrosis and sclerosis of liver,"","",narrow,Ment,ALCABUSE,COV,X3072
Alcohol abuse,RCD,X3073,Alcoholic hepatic failure,"","",narrow,Ment,ALCABUSE,COV,X3073
Alcohol abuse,RCD,X308j,Alcohol-induced acute pancreatitis,C0341460,Alcohol-induced acute pancreatitis,narrow,Ment,ALCABUSE,COV,X308j
Alcohol abuse,RCD,X308v,Alcohol-induced chronic pancreatitis,C0341470,Alcohol-induced chronic pancreatitis,narrow,Ment,ALCABUSE,COV,X308v
Alcohol abuse,RCD,X40MG,Alcohol-induced pseudo-Cushing-s syndrome,C0342446,Alcohol-induced pseudo-Cushing-s syndrome,narrow,Ment,ALCABUSE,COV,X40MG
Alcohol abuse,RCD,X709V,Alcoholic myopathy,C0270985,Alcohol myopathy,narrow,Ment,ALCABUSE,COV,X709V
Alcohol abuse,RCD,Xa17e,Alcoholic hallucinosis,"","",narrow,Ment,ALCABUSE,COV,Xa17e
Alcohol abuse,RCD,Xa1yZ,Alcohol abuse,C0085762,Alcohol abuse,narrow,Ment,ALCABUSE,COV,Xa1yZ
Alcohol abuse,RCD,Xa2lt,Persistent alcohol abuse,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,Xa2lt
Alcohol abuse,RCD,XaBE3,Chronic alcoholic hepatitis,"","",narrow,Ment,ALCABUSE,COV,XaBE3
Alcohol abuse,RCD,XE0b4,Alcoholic cirrhosis of liver,C0023891,Liver Cirrhosis- Alcoholic,narrow,Ment,ALCABUSE,COV,XE0b4
Alcohol abuse,RCD,XE0dF,Alcoholic liver damage NOS,"","",narrow,Ment,ALCABUSE,COV,XE0dF
Alcohol abuse,RCD,XE1YQ,Chronic alcoholism,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,XE1YQ
Alcohol abuse,RCD,XE1ZE,[X]Alcohol dependence syndrome,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,XE1ZE
Alcohol abuse,RCD,XE1ZF,[X]Mental and behavioural disorders due to use of alcohol- psychotic disorder,"","",narrow,Ment,ALCABUSE,COV,XE1ZF
Alcohol abuse,RCD,XE1ZG,[X]Mental and behavioural disorders due to use of alcohol- residual and late-onset psychotic disorder,"","",narrow,Ment,ALCABUSE,COV,XE1ZG
Alcohol abuse,RCD2,136..,Alcohol consumption,C0001948,Alcohol consumption,possible,Ment,ALCABUSE,COV,136..
Alcohol abuse,RCD2,136Z.,Alcohol consumption NOS,C0001948,Alcohol consumption,possible,Ment,ALCABUSE,COV,136Z.
Alcohol abuse,RCD2,C1505,Alchl-indc pseud-Cushing-s syn,C0342446,Alcohol-induced pseudo-Cushing-s syndrome,narrow,Ment,ALCABUSE,COV,C1505
Alcohol abuse,RCD2,E01..,Alcoholic psychoses,C0033936,Psychoses- Alcoholic,narrow,Ment,ALCABUSE,COV,E01..
Alcohol abuse,RCD2,E010.,Alcohol withdrawal delirium,C0001957,Alcohol Withdrawal Delirium,narrow,Ment,ALCABUSE,COV,E010.
Alcohol abuse,RCD2,E011.,Alcohol amnestic syndrome,C0001940,Alcohol Amnestic Disorder,narrow,Ment,ALCABUSE,COV,E011.
Alcohol abuse,RCD2,E011z,Alcohol amnestic syndrome NOS,C0001940,Alcohol Amnestic Disorder,narrow,Ment,ALCABUSE,COV,E011z
Alcohol abuse,RCD2,E01z.,Alcoholic psychosis NOS,C0033936,Psychoses- Alcoholic,narrow,Ment,ALCABUSE,COV,E01z.
Alcohol abuse,RCD2,E2310,Chronic alcoholism unspecified,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,E2310
Alcohol abuse,RCD2,E231z,Chronic alcoholism NOS,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,E231z
Alcohol abuse,RCD2,E23z.,Alcohol dependence syndr. NOS,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,E23z.
Alcohol abuse,RCD2,E250.,Alcohol abuse - nondependent,C0001969,Alcoholic Intoxication,narrow,Ment,ALCABUSE,COV,E250.
Alcohol abuse,RCD2,Eu10.,[X]Mental dis due to alcohol,C0349096,Alcohol-related mental disorders,narrow,Ment,ALCABUSE,COV,Eu10.
Alcohol abuse,RCD2,Eu100,[X]Acute alcohol intoxication,C0394996,Acute alcoholic intoxication,narrow,Ment,ALCABUSE,COV,Eu100
Alcohol abuse,RCD2,Eu101,[X]Harmful use of alcohol,C0349097,Mental and behavioral disorders due to use of alcohol- harmful use,narrow,Ment,ALCABUSE,COV,Eu101
Alcohol abuse,RCD2,Eu103,[X]Alcohol withdrawal state,C0494375,Mental and behavioral disorders due to use of alcohol- withdrawal state,narrow,Ment,ALCABUSE,COV,Eu103
Alcohol abuse,RCD2,Eu104,[X]Alcohol withdrawal delirium,C0001957,Alcohol Withdrawal Delirium,narrow,Ment,ALCABUSE,COV,Eu104
Alcohol abuse,RCD2,Eu106,[X]Amnesic synd due to alcohol,C0001940,Alcohol Amnestic Disorder,narrow,Ment,ALCABUSE,COV,Eu106
Alcohol abuse,RCD2,Eu10y,[X]Ot ment-beh dis due alcohol,C0349100,Mental and behavioral disorders due to use of alcohol- other mental and behavioral disorders,narrow,Ment,ALCABUSE,COV,Eu10y
Alcohol abuse,RCD2,Eu10z,[X]Uns ment-beh dis due alcohl,C0349101,Mental and behavioral disorders due to use of alcohol- unspecified mental and behavioral disorder,narrow,Ment,ALCABUSE,COV,Eu10z
Alcohol abuse,RCD2,F375.,Alcoholic polyneuropathy,C0085677,Alcoholic Neuropathy,narrow,Ment,ALCABUSE,COV,F375.
Alcohol abuse,RCD2,F3941,Alcoholic myopathy,C0270985,Alcohol myopathy,narrow,Ment,ALCABUSE,COV,F3941
Alcohol abuse,RCD2,G555.,Alcoholic cardiomyopathy,C0007192,Cardiomyopathy- Alcoholic,narrow,Ment,ALCABUSE,COV,G555.
Alcohol abuse,RCD2,J153.,Alcoholic gastritis,C0156076,Alcoholic gastritis,narrow,Ment,ALCABUSE,COV,J153.
Alcohol abuse,RCD2,J610.,Alcoholic fatty liver,C0015696,Fatty Liver- Alcoholic,narrow,Ment,ALCABUSE,COV,J610.
Alcohol abuse,RCD2,J6120,Alcoholic fibrosis and scleros,C0400925,Alcoholic fibrosis and sclerosis of liver,narrow,Ment,ALCABUSE,COV,J6120
Alcohol abuse,RCD2,J6130,Alcoholic hepatic failure,C0400926,Alcoholic hepatic failure,narrow,Ment,ALCABUSE,COV,J6130
Alcohol abuse,RCD2,J617.,Alcoholic hepatitis,C0019187,Hepatitis- Alcoholic,narrow,Ment,ALCABUSE,COV,J617.
Alcohol abuse,RCD2,J6708,Alcohol-induced acute panc,C0341460,Alcohol-induced acute pancreatitis,narrow,Ment,ALCABUSE,COV,J6708
Alcohol abuse,RCD2,J6710,Alcohol-ind chron pancreatitis,C0341470,Alcohol-induced chronic pancreatitis,narrow,Ment,ALCABUSE,COV,J6710
Alcohol abuse,RCD2,SM00.,Ethyl alcohol - toxic effect,C0161679,Toxic effect of ethyl alcohol,narrow,Ment,ALCABUSE,COV,SM00.
Alcohol abuse,RCD2,SM000,Ethanol - toxic effect,C0161679,Toxic effect of ethyl alcohol,narrow,Ment,ALCABUSE,COV,SM000
Alcohol abuse,RCD2,SM00z,Ethyl alcohol-toxic effect NOS,C0161679,Toxic effect of ethyl alcohol,narrow,Ment,ALCABUSE,COV,SM00z
Alcohol abuse,SCTSPA,10741871000119101,Alcohol dependence in pregnancy (disorder),"","",narrow,Ment,ALCABUSE,COV,10741871000119101
Alcohol abuse,SCTSPA,10755041000119100,Alcohol dependence in childbirth (disorder),"","",narrow,Ment,ALCABUSE,COV,10755041000119100
Alcohol abuse,SCTSPA,1149333003,Acute alcohol intoxication (disorder),"","",narrow,Ment,ALCABUSE,COV,1149333003
Alcohol abuse,SCTSPA,123050003,polineuropatía inducida por alcohol - RETIRADO -,C0085677,Alcoholic Neuropathy,narrow,Ment,ALCABUSE,COV,123050003
Alcohol abuse,SCTSPA,15167005,Alcohol abuse (disorder),"","",narrow,Ment,ALCABUSE,COV,15167005
Alcohol abuse,SCTSPA,160573003,ingesta de alcohol,C0001948,Alcohol consumption,possible,Ment,ALCABUSE,COV,160573003
Alcohol abuse,SCTSPA,18653004,Alcohol intoxication delirium (disorder),"","",narrow,Ment,ALCABUSE,COV,18653004
Alcohol abuse,SCTSPA,191473002,síndrome de amnesia por alcohol- SAI,C0001940,Alcohol Amnestic Disorder,narrow,Ment,ALCABUSE,COV,191473002
Alcohol abuse,SCTSPA,191475009,Chronic alcoholic brain syndrome (disorder),"","",narrow,Ment,ALCABUSE,COV,191475009
Alcohol abuse,SCTSPA,191476005,Alcohol withdrawal hallucinosis (disorder),"","",narrow,Ment,ALCABUSE,COV,191476005
Alcohol abuse,SCTSPA,191478006,Alcoholic paranoia (disorder),"","",narrow,Ment,ALCABUSE,COV,191478006
Alcohol abuse,SCTSPA,191480000,Alcohol withdrawal syndrome (disorder),"","",narrow,Ment,ALCABUSE,COV,191480000
Alcohol abuse,SCTSPA,191482008,psicosis alcohólica- SAI,C0033936,Psychoses- Alcoholic,narrow,Ment,ALCABUSE,COV,191482008
Alcohol abuse,SCTSPA,191802004,Acute alcoholic intoxication in alcoholism (disorder),"","",narrow,Ment,ALCABUSE,COV,191802004
Alcohol abuse,SCTSPA,191804003,Continuous acute alcoholic intoxication in alcoholism (disorder),"","",narrow,Ment,ALCABUSE,COV,191804003
Alcohol abuse,SCTSPA,191805002,Episodic acute alcoholic intoxication in alcoholism (disorder),"","",narrow,Ment,ALCABUSE,COV,191805002
Alcohol abuse,SCTSPA,191806001,Acute alcoholic intoxication in remission- in alcoholism (disorder),"","",narrow,Ment,ALCABUSE,COV,191806001
Alcohol abuse,SCTSPA,191809008,alcoholismo crónico no especificado,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,191809008
Alcohol abuse,SCTSPA,191811004,Continuous chronic alcoholism (disorder),"","",narrow,Ment,ALCABUSE,COV,191811004
Alcohol abuse,SCTSPA,191812006,Episodic chronic alcoholism (disorder),"","",narrow,Ment,ALCABUSE,COV,191812006
Alcohol abuse,SCTSPA,191813001,Chronic alcoholism in remission (disorder),"","",narrow,Ment,ALCABUSE,COV,191813001
Alcohol abuse,SCTSPA,191814007,alcoholismo crónico- SAI,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,191814007
Alcohol abuse,SCTSPA,191815008,síndrome de dependencia alcohólica- SAI,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,191815008
Alcohol abuse,SCTSPA,191882002,Nondependent alcohol abuse- continuous (disorder),"","",narrow,Ment,ALCABUSE,COV,191882002
Alcohol abuse,SCTSPA,191883007,Nondependent alcohol abuse- episodic (disorder),"","",narrow,Ment,ALCABUSE,COV,191883007
Alcohol abuse,SCTSPA,191884001,Nondependent alcohol abuse in remission (disorder),"","",narrow,Ment,ALCABUSE,COV,191884001
Alcohol abuse,SCTSPA,192206005,[X]trastornos mentales y de la conducta por uso de alcohol,C0349096,Alcohol-related mental disorders,narrow,Ment,ALCABUSE,COV,192206005
Alcohol abuse,SCTSPA,192207001,[X]trastornos mentales y de la conducta por uso de alcohol- intoxicación aguda,C0394996,Acute alcoholic intoxication,narrow,Ment,ALCABUSE,COV,192207001
Alcohol abuse,SCTSPA,192208006,[X]trastornos mentales y de la conducta por uso de alcohol- uso nocivo,C0349097,Mental and behavioral disorders due to use of alcohol- harmful use,narrow,Ment,ALCABUSE,COV,192208006
Alcohol abuse,SCTSPA,192210008,trastornos mentales y de conducta debido al uso de alcohol- estado de abstinencia,C0494375,Mental and behavioral disorders due to use of alcohol- withdrawal state,narrow,Ment,ALCABUSE,COV,192210008
Alcohol abuse,SCTSPA,192211007,[X]trastornos mentales y de conducta debidos al uso de alcohol- estado de abstinencia con delirio,C0001957,Alcohol Withdrawal Delirium,narrow,Ment,ALCABUSE,COV,192211007
Alcohol abuse,SCTSPA,192213005,[X]trastornos mentales y del comportamiento debidos al uso de alcohol- síndrome amnésico,C0001940,Alcohol Amnestic Disorder,narrow,Ment,ALCABUSE,COV,192213005
Alcohol abuse,SCTSPA,192215003,[X]trastornos mentales y de conducta debidos al uso de alcohol- otros trastornos mentales y de conducta,C0349100,Mental and behavioral disorders due to use of alcohol- other mental and behavioral disorders,narrow,Ment,ALCABUSE,COV,192215003
Alcohol abuse,SCTSPA,192216002,[X]trastornos mentales y del comportamiento debidos al uso de alcohol- trastorno mental o del comportamiento no especificado,C0349101,Mental and behavioral disorders due to use of alcohol- unspecified mental and behavioral disorder,narrow,Ment,ALCABUSE,COV,192216002
Alcohol abuse,SCTSPA,19303008,miopatía por alcohol,C0270985,Alcohol myopathy,narrow,Ment,ALCABUSE,COV,19303008
Alcohol abuse,SCTSPA,2043009,gastritis alcohólica,C0156076,Alcoholic gastritis,narrow,Ment,ALCABUSE,COV,2043009
Alcohol abuse,SCTSPA,212806006,alcohol etílico que causa efectos tóxicos,C0161679,Toxic effect of ethyl alcohol,narrow,Ment,ALCABUSE,COV,212806006
Alcohol abuse,SCTSPA,212808007,alcohol etílico que produce efecto tóxico- SAI,C0161679,Toxic effect of ethyl alcohol,narrow,Ment,ALCABUSE,COV,212808007
Alcohol abuse,SCTSPA,216633005,Accidental poisoning caused by alcoholic beverage (disorder),"","",narrow,Ment,ALCABUSE,COV,216633005
Alcohol abuse,SCTSPA,231464007,ebriedad- SAI,C0001969,Alcoholic Intoxication,narrow,Ment,ALCABUSE,COV,231464007
Alcohol abuse,SCTSPA,231465008,borrachera- SAI,C0001969,Alcoholic Intoxication,narrow,Ment,ALCABUSE,COV,231465008
Alcohol abuse,SCTSPA,235875008,hepatitis alcohólica,C0019187,Hepatitis- Alcoholic,narrow,Ment,ALCABUSE,COV,235875008
Alcohol abuse,SCTSPA,235880004,fibrosis alcohólica y esclerosis hepática,C0400925,Alcoholic fibrosis and sclerosis of liver,narrow,Ment,ALCABUSE,COV,235880004
Alcohol abuse,SCTSPA,235881000,insuficiencia hepática por alcohol,C0400926,Alcoholic hepatic failure,narrow,Ment,ALCABUSE,COV,235881000
Alcohol abuse,SCTSPA,235942001,pancreatitis aguda producida por alcohol,C0341460,Alcohol-induced acute pancreatitis,narrow,Ment,ALCABUSE,COV,235942001
Alcohol abuse,SCTSPA,235952002,pancreatitis crónica producida por alcohol,C0341470,Alcohol-induced chronic pancreatitis,narrow,Ment,ALCABUSE,COV,235952002
Alcohol abuse,SCTSPA,237738005,seudosíndrome de Cushing inducido por alcohol,C0342446,Alcohol-induced pseudo-Cushing-s syndrome,narrow,Ment,ALCABUSE,COV,237738005
Alcohol abuse,SCTSPA,25702006,intoxicación alcohólica,C0001969,Alcoholic Intoxication,narrow,Ment,ALCABUSE,COV,25702006
Alcohol abuse,SCTSPA,266467008,cirrosis alcohólica del hígado,C0023891,Liver Cirrhosis- Alcoholic,narrow,Ment,ALCABUSE,COV,266467008
Alcohol abuse,SCTSPA,268645007,Nondependent alcohol abuse (disorder),"","",narrow,Ment,ALCABUSE,COV,268645007
Alcohol abuse,SCTSPA,268683008,[X]trastornos mentales y del comportamiento debidos al uso de alcohol- síndrome de dependencia,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,268683008
Alcohol abuse,SCTSPA,268684002,[X]trastornos mentales y del comportamiento debidos al uso de alcohol- trastorno psicótico,C0033936,Psychoses- Alcoholic,narrow,Ment,ALCABUSE,COV,268684002
Alcohol abuse,SCTSPA,268685001,[X]trastornos mentales y del comportamiento debidos al uso de alcohol- trastorno psicótico de aparición tardía y residual,C0349099,Mental and behavioral disorders due to use of alcohol- residual and late-onset psychotic disorder,narrow,Ment,ALCABUSE,COV,268685001
Alcohol abuse,SCTSPA,284591009,abuso crónico de alcohol,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,284591009
Alcohol abuse,SCTSPA,287166006,Accidental poisoning with ethyl alcohol (disorder),"","",narrow,Ment,ALCABUSE,COV,287166006
Alcohol abuse,SCTSPA,288031000119105,Alcohol induced disorder co-occurrent and due to alcohol dependence (disorder),"","",narrow,Ment,ALCABUSE,COV,288031000119105
Alcohol abuse,SCTSPA,420054005,cirrosis alcohólica,C0023891,Liver Cirrhosis- Alcoholic,narrow,Ment,ALCABUSE,COV,420054005
Alcohol abuse,SCTSPA,42344001,Alcohol-induced psychosis (disorder),"","",narrow,Ment,ALCABUSE,COV,42344001
Alcohol abuse,SCTSPA,445507008,inflamación de páncreas causada por alcohol,C0376670,Pancreatitis- Alcoholic,narrow,Ment,ALCABUSE,COV,445507008
Alcohol abuse,SCTSPA,50325005,esteatosis hepática por alcohol,C0015696,Fatty Liver- Alcoholic,narrow,Ment,ALCABUSE,COV,50325005
Alcohol abuse,SCTSPA,66590003,dependencia de alcohol,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,66590003
Alcohol abuse,SCTSPA,699208000,Thrombocytopenia caused by alcohol (disorder),"","",narrow,Ment,ALCABUSE,COV,699208000
Alcohol abuse,SCTSPA,713583005,Mild alcohol dependence (disorder),"","",narrow,Ment,ALCABUSE,COV,713583005
Alcohol abuse,SCTSPA,713862009,Severe alcohol dependence (disorder),"","",narrow,Ment,ALCABUSE,COV,713862009
Alcohol abuse,SCTSPA,714829008,Moderate alcohol dependence (disorder),"","",narrow,Ment,ALCABUSE,COV,714829008
Alcohol abuse,SCTSPA,7200002,alcoholismo,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,7200002
Alcohol abuse,SCTSPA,73097000,trastorno amnésico por el alcohol,C0001940,Alcohol Amnestic Disorder,narrow,Ment,ALCABUSE,COV,73097000
Alcohol abuse,SCTSPA,75393009,cirrosis hepática alcohólica,C0023891,Liver Cirrhosis- Alcoholic,narrow,Ment,ALCABUSE,COV,75393009
Alcohol abuse,SCTSPA,7916009,polineuropatía alcohólica,C0085677,Alcoholic Neuropathy,narrow,Ment,ALCABUSE,COV,7916009
Alcohol abuse,SCTSPA,82782008,efecto tóxico del alcohol etílico,C0161679,Toxic effect of ethyl alcohol,narrow,Ment,ALCABUSE,COV,82782008
Alcohol abuse,SCTSPA,83521008,miocardiopatía dilatada causada por consumo de alcohol,C0007192,Cardiomyopathy- Alcoholic,narrow,Ment,ALCABUSE,COV,83521008
Alcohol abuse,SCTSPA,8635005,delirium por abstinencia de alcohol,C0001957,Alcohol Withdrawal Delirium,narrow,Ment,ALCABUSE,COV,8635005
Alcohol abuse,SCTSPA,87012002,dipsomanía,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,87012002
Alcohol abuse,SCTSPA,87810006,Megaloblastic anemia due to alcoholism (disorder),"","",narrow,Ment,ALCABUSE,COV,87810006
Alcohol abuse,SCTSPA,89507002,Toxic effect of denatured alcohol (disorder),"","",narrow,Ment,ALCABUSE,COV,89507002
Alcohol abuse,SCTSPA,97571000119109,Thrombocytopenia co-occurrent and due to alcoholism (disorder),"","",narrow,Ment,ALCABUSE,COV,97571000119109
Alcohol abuse,SNOMEDCT_US,10741871000119101,Alcohol dependence in pregnancy (disorder),"","",narrow,Ment,ALCABUSE,COV,10741871000119101
Alcohol abuse,SNOMEDCT_US,10755041000119100,Alcohol dependence in childbirth (disorder),"","",narrow,Ment,ALCABUSE,COV,10755041000119100
Alcohol abuse,SNOMEDCT_US,1149333003,Acute alcohol intoxication (disorder),"","",narrow,Ment,ALCABUSE,COV,1149333003
Alcohol abuse,SNOMEDCT_US,123050003,Alcohol-induced polyneuropathy,C0085677,Alcoholic Neuropathy,narrow,Ment,ALCABUSE,COV,123050003
Alcohol abuse,SNOMEDCT_US,137952002,Alcohol intake,C0001948,Alcohol consumption,possible,Ment,ALCABUSE,COV,137952002
Alcohol abuse,SNOMEDCT_US,137980000,Alcohol consumption NOS,C0001948,Alcohol consumption,possible,Ment,ALCABUSE,COV,137980000
Alcohol abuse,SNOMEDCT_US,15167005,Alcohol abuse (disorder),"","",narrow,Ment,ALCABUSE,COV,15167005
Alcohol abuse,SNOMEDCT_US,154852003,Alcoholic psychoses,C0033936,Psychoses- Alcoholic,narrow,Ment,ALCABUSE,COV,154852003
Alcohol abuse,SNOMEDCT_US,154853008,Delirium tremens,C0001957,Alcohol Withdrawal Delirium,narrow,Ment,ALCABUSE,COV,154853008
Alcohol abuse,SNOMEDCT_US,154908007,Alcohol dependence syndrome (& [dipsomania]),C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,154908007
Alcohol abuse,SNOMEDCT_US,154916003,Drunkenness,C0001969,Alcoholic Intoxication,narrow,Ment,ALCABUSE,COV,154916003
Alcohol abuse,SNOMEDCT_US,155083006,Alcohol-related polyneuropathy,C0085677,Alcoholic Neuropathy,narrow,Ment,ALCABUSE,COV,155083006
Alcohol abuse,SNOMEDCT_US,155352001,Alcohol-induced heart muscle disease,C0007192,Cardiomyopathy- Alcoholic,narrow,Ment,ALCABUSE,COV,155352001
Alcohol abuse,SNOMEDCT_US,155714000,Alcoholic gastritis,C0156076,Alcoholic gastritis,narrow,Ment,ALCABUSE,COV,155714000
Alcohol abuse,SNOMEDCT_US,155809006,Alcoholic liver disease,C0023896,Alcoholic Liver Diseases,narrow,Ment,ALCABUSE,COV,155809006
Alcohol abuse,SNOMEDCT_US,155811002,Alcoholic cirrhosis of liver,C0023891,Liver Cirrhosis- Alcoholic,narrow,Ment,ALCABUSE,COV,155811002
Alcohol abuse,SNOMEDCT_US,157684002,Ethyl alcohol causing toxic effect,C0161679,Toxic effect of ethyl alcohol,narrow,Ment,ALCABUSE,COV,157684002
Alcohol abuse,SNOMEDCT_US,160573003,Alcohol intake,C0001948,Alcohol consumption,possible,Ment,ALCABUSE,COV,160573003
Alcohol abuse,SNOMEDCT_US,160599005,Alcohol consumption NOS,C0001948,Alcohol consumption,possible,Ment,ALCABUSE,COV,160599005
Alcohol abuse,SNOMEDCT_US,18653004,Alcohol intoxication delirium (disorder),"","",narrow,Ment,ALCABUSE,COV,18653004
Alcohol abuse,SNOMEDCT_US,190504000,Alcohol-induced pseudo-Cushing-s syndrome,C0342446,Alcohol-induced pseudo-Cushing-s syndrome,narrow,Ment,ALCABUSE,COV,190504000
Alcohol abuse,SNOMEDCT_US,191471000,Korsakov-s alcoholic psychosis with peripheral neuritis (disorder),"","",narrow,Ment,ALCABUSE,COV,191471000
Alcohol abuse,SNOMEDCT_US,191473002,Alcohol amnestic syndrome NOS,C0001940,Alcohol Amnestic Disorder,narrow,Ment,ALCABUSE,COV,191473002
Alcohol abuse,SNOMEDCT_US,191482008,Alcoholic psychosis NOS,C0033936,Psychoses- Alcoholic,narrow,Ment,ALCABUSE,COV,191482008
Alcohol abuse,SNOMEDCT_US,191801006,Alcohol dependence syndrome,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,191801006
Alcohol abuse,SNOMEDCT_US,191802004,Acute alcoholic intoxication in alcoholism (disorder),"","",narrow,Ment,ALCABUSE,COV,191802004
Alcohol abuse,SNOMEDCT_US,191804003,Continuous acute alcoholic intoxication in alcoholism (disorder),"","",narrow,Ment,ALCABUSE,COV,191804003
Alcohol abuse,SNOMEDCT_US,191805002,Episodic acute alcoholic intoxication in alcoholism (disorder),"","",narrow,Ment,ALCABUSE,COV,191805002
Alcohol abuse,SNOMEDCT_US,191806001,Acute alcoholic intoxication in remission- in alcoholism (disorder),"","",narrow,Ment,ALCABUSE,COV,191806001
Alcohol abuse,SNOMEDCT_US,191808000,Chronic alcoholism,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,191808000
Alcohol abuse,SNOMEDCT_US,191809008,Unspecified chronic alcoholism,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,191809008
Alcohol abuse,SNOMEDCT_US,191811004,Continuous chronic alcoholism (disorder),"","",narrow,Ment,ALCABUSE,COV,191811004
Alcohol abuse,SNOMEDCT_US,191812006,Episodic chronic alcoholism (disorder),"","",narrow,Ment,ALCABUSE,COV,191812006
Alcohol abuse,SNOMEDCT_US,191813001,Chronic alcoholism in remission (disorder),"","",narrow,Ment,ALCABUSE,COV,191813001
Alcohol abuse,SNOMEDCT_US,191814007,Chronic alcoholism NOS,C0001973,Alcoholic Intoxication- Chronic,narrow,Ment,ALCABUSE,COV,191814007
